ID_GPS,ISO,Country,Partyname,Partyabb,CPARTY,CPARTYABB,Region,Experts,Min_Experts,TYPES,Type_Values,Type_Populism,Type_Populist_Values,Type_Partysize_vote,Type_Partysize_seat,CORE_GPS_ITEMS,V1,V2,V3,V4_Scale,V4_Bin,V4_Ord,V5,V6_Scale,V6_Bin,V6_Ord,V7,V8_Scale,V8_Bin,V8_Ord,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,METAEXPERT,YoB,Gender,Born,Citizen,Partysupport,Ideology,Difficulty,LocationLatitude,LocationLongitude,Language,METAPARTY,Elec_code,Elec_year,PartyPerVote,PartyPerSeats,ENEP,ENPP,LSQINDEX,CHES_lrecon,CHES_lrecon_salience,CHES_galtan,CHES_galtan_salience,CHES_immigrate_policy,CHES_ethnic_minorities,CHES_people_vs_elite,CHES_experts,CHES_vote,CHES_seat,CHES_electionyear,CHES_family,CHES_govt,PG_family,PG_left_right,PG_state_market,PG_liberty_authority,PG_eu_anti_pro,Popu_List,WVS_LR_PartyVoter,WVS_LibCon_PartyVoter,WVS_Polmistrust_PartyVoter,WVS_LR_MedianVoter,WVS_LibCon_MedianVoter,LRdistancemedianvoter,LCdistancemedianvoter,LRdistanceownvoters,LCdistanceownvoters,PARTYIDCODES,ID_ParlGov,ID_PartyFacts,ID_CHES,ID_ESS,ID_CMP,ID_castles_mair,ID_huber_inglehart,ID_ray,ID_benoit_laver,ID_EES,ID_WVS,METACOUNTRY,CountryName,ID_Cow,ID_VDem,Region_9,Region_10,Region_19,OECD,EU,EURegion,polity,polity2,FH_Regime,FH_PoliticalRights,FH_CivilLiberties,Area,Pop1990,Pop2000,Pop2018,GDP,Longevity,Corruption,Electoral_Integrity,VDem_regime,v2x_polyarchy,v2x_libdem,v2xel_frefair,v2elfrfair,v2elfrfair_osp,v2elfrfair_ord,v2elloelsy,v2elparlel,v2elncbpr,Turnout,v2eltrnout,v2elvaptrn,v2psbars,v2psbars_osp,v2psbars_ord,v2psorgs,v2psorgs_osp,v2psorgs_ord,v2psprbrch,v2psprbrch_osp,v2psprbrch_ord,v2psprlnks,v2psprlnks_osp,v2psprlnks_ord,v2psplats,v2psplats_osp,v2psplats_ord,v2xnp_client,v2xps_party
21,ARG,Argentina,Front for the Renewal of Concord,FR,ARG_ Front for the Renewal of Concord,ARG_ FR,2,18,1, ,4,4,4,1,1, ,3.125,7.83333333333333,8.33333333333333,10,1,4,7.5,8.5,1,4,8,9,1,4,8.33333333333333, ,10,10,10,2, ,6.5,10,6.5, ,4, , ,1969.72727272727,.818181818181818,.818181818181818,.818181818181818,1,4.90909090909091,7.45454545454545,-11.9350716727121,-59.6918552943638,EN, ,ARG_22102017_L1,2017,1.1,1.6,4.11485379924451,3.55913683813402,14.7842821942765, , , , , , , , , , , , , , , , , , ,0, , , ,5.65,6.5125,4.35,1.9875, , , , , , , , , , , , , ,-9, ,Argentina,160,37,9,2,18,0,0, ,9,9,2,2,2,2787442.098,32618651,36870787,44494502,18288.2445989345,77,40,64.6916427612305,2,.819,.676,.891, , , , , , ,76.82, , ,2.407,3.928,4,1.581,3.157,3,1.502,2.842,3,.428,2.397,3,.938,2.951,3,.459,.729
22,ARG,Argentina,Justicialist Party,PJ,ARG_ Justicialist Party,ARG_ PJ,2,18,1, ,4,4,4,3,3, ,9.5,4,8.13333333333333,6.25,1,3,8.71428571428571,5.85714285714286,1,3,5.54545454545455,8.15384615384615,1,4,8.46666666666667,5.66666666666667,3.11111111111111,6.33333333333333,3.5,4.57142857142857,4.33333333333333,6.28571428571429,6.75,4.4,6.4,2.75,7.66666666666667, ,1969.72727272727,.818181818181818,.818181818181818,.818181818181818,1,4.90909090909091,7.45454545454545,-11.9350716727121,-59.6918552943638,EN, ,ARG_22102017_L1,2017,10.9,28.4,4.11485379924451,3.55913683813402,14.7842821942765, , , , , , , , , , , , , , , , , , ,0,6.37182430319445,7.01511108464118,70.7484095108489,5.65,6.5125,.6,-.655357142857143,-.121824303194447,-1.15796822749832, , ,623, , ,150201, , , , , ,32012, ,Argentina,160,37,9,2,18,0,0, ,9,9,2,2,2,2787442.098,32618651,36870787,44494502,18288.2445989345,77,40,64.6916427612305,2,.819,.676,.891, , , , , , ,76.82, , ,2.407,3.928,4,1.581,3.157,3,1.502,2.842,3,.428,2.397,3,.938,2.951,3,.459,.729
23,ARG,Argentina,"Progressive, Civic and Social Front",FPCyS,"ARG_ Progressive, Civic and Social Front",ARG_ FPCyS,2,18,1, ,1,1,1,1,1, ,5.35294117647059,7,7.375,4.1,0,2,7,2.36363636363636,0,1,7.9,2.44444444444444,0,1,3.85714285714286,2.25,6.23076923076923,3,8,1.55555555555556,3,1.33333333333333,2,5.75,3,4,2.28571428571429, ,1969.72727272727,.818181818181818,.818181818181818,.818181818181818,1,4.90909090909091,7.45454545454545,-11.9350716727121,-59.6918552943638,EN, ,ARG_22102017_L1,2017,1.2,.4,4.11485379924451,3.55913683813402,14.7842821942765, , , , , , , , , , , , , , , , , , ,0, , , ,5.65,6.5125,-1.55,-4.14886363636364, , , , ,6554, , , , , , , , ,-9, ,Argentina,160,37,9,2,18,0,0, ,9,9,2,2,2,2787442.098,32618651,36870787,44494502,18288.2445989345,77,40,64.6916427612305,2,.819,.676,.891, , , , , , ,76.82, , ,2.407,3.928,4,1.581,3.157,3,1.502,2.842,3,.428,2.397,3,.938,2.951,3,.459,.729
24,ARG,Argentina,Union for Córdoba ,UpC,ARG_ Union for Córdoba ,ARG_ UpC,2,18,1, ,4,3,4,1,1, ,5.4,9,6.375,8.66666666666667,1,4,8.2,7.77777777777778,1,4,7.42857142857143,5.16666666666667,1,3,5.66666666666667,7,9.2,7.33333333333333,6,4.5, ,4.75,5.33333333333333,5.4,6,3,5, ,1969.72727272727,.818181818181818,.818181818181818,.818181818181818,1,4.90909090909091,7.45454545454545,-11.9350716727121,-59.6918552943638,EN, ,ARG_22102017_L1,2017,2.6,1.9,4.11485379924451,3.55913683813402,14.7842821942765, , , , , , , , , , , , , , , , , , ,0, , , ,5.65,6.5125,3.01666666666667,1.26527777777778, , , , , , , , , , , , , ,-9, ,Argentina,160,37,9,2,18,0,0, ,9,9,2,2,2,2787442.098,32618651,36870787,44494502,18288.2445989345,77,40,64.6916427612305,2,.819,.676,.891, , , , , , ,76.82, , ,2.407,3.928,4,1.581,3.157,3,1.502,2.842,3,.428,2.397,3,.938,2.951,3,.459,.729
25,ARG,Argentina,United for a New Alternative,1País,ARG_ United for a New Alternative,ARG_ 1País,2,18,1, ,4,3,4,2,2, ,5.46153846153846,7.25,6.5,7.75,1,4,8.375,5.71428571428571,1,3,5.5,6.125,1,3,5.2,6,7.14285714285714,5,3.2,3.75,3.33333333333333,5.6,6.4,7.25,7,5,5.6, ,1969.72727272727,.818181818181818,.818181818181818,.818181818181818,1,4.90909090909091,7.45454545454545,-11.9350716727121,-59.6918552943638,EN, ,ARG_22102017_L1,2017,5.9,7.4,4.11485379924451,3.55913683813402,14.7842821942765, , , , , , , , , , , , , , , , , , ,0, , , ,5.65,6.5125,2.1,-.798214285714286, , , , , , , , , , , , , ,-9, ,Argentina,160,37,9,2,18,0,0, ,9,9,2,2,2,2787442.098,32618651,36870787,44494502,18288.2445989345,77,40,64.6916427612305,2,.819,.676,.891, , , , , , ,76.82, , ,2.407,3.928,4,1.581,3.157,3,1.502,2.842,3,.428,2.397,3,.938,2.951,3,.459,.729
26,ARG,Argentina,Workers' Left Front,FIT,ARG_ Workers' Left Front,ARG_ FIT,2,18,1, ,1,3,3,2,1, ,7.82352941176471,7.6,3.57142857142857,.9375,0,1,8.06666666666667,1.75,0,1,7.375,6.7,1,3,6.22222222222222,2.4,2.07142857142857,1.66666666666667,2,1.41666666666667,1.3,5.25,1.71428571428571,3.85714285714286,1.33333333333333,6.66666666666667,3.8, ,1969.72727272727,.818181818181818,.818181818181818,.818181818181818,1,4.90909090909091,7.45454545454545,-11.9350716727121,-59.6918552943638,EN, ,ARG_22102017_L1,2017,4.3,1.2,4.11485379924451,3.55913683813402,14.7842821942765, , , , , , , , , , , , , , , , , , ,0, , , ,5.65,6.5125,-4.7125,-4.7625, , , , ,6649, , , , , , , , ,-9, ,Argentina,160,37,9,2,18,0,0, ,9,9,2,2,2,2787442.098,32618651,36870787,44494502,18288.2445989345,77,40,64.6916427612305,2,.819,.676,.891, , , , , , ,76.82, , ,2.407,3.928,4,1.581,3.157,3,1.502,2.842,3,.428,2.397,3,.938,2.951,3,.459,.729
27,ARM,Armenia,Bright Armenia,BA,ARM_ Bright Armenia,ARM_ BA,1,10,1, ,3,2,1,1, , ,7.77777777777778,8.55555555555556,4.875,7,1,3,7.57142857142857,4.11111111111111,0,2,7.33333333333333,3.66666666666667,0,2,5.33333333333333,4.33333333333333,5.875,3.83333333333333,8.25,2.55555555555556,2.875,1.45454545454545,2.5,3.66666666666667,3.33333333333333,5,1.44444444444444, ,1972.27272727273,.727272727272727,.545454545454545,.818181818181818, ,4.90909090909091,7.90909090909091,42.6278669569227,30.0853907267253,EN, ,ARM_02122018_L1,2018,.047, , , , , , , , , , , , , , , , , , , , , , ,0, , , ,5.18,8.0743,1.82,-3.96318888888889, , , , ,7507, , , , , , , , ,-9, ,Armenia,371,105,5,1,10,0,0, ,5,5,1,5,4,29702.499,3538171,3069591,2951776,9177.74415916106,76,35,54.6990661621094,1,.493,.326,.382,-.647,1.946,4,8,1, , ,48.63,53.38,2.051,3.86,4,.892,2.556,3,-.072,1.449,1,.645,2.61,3,.899,2.912,3,.624,.585
28,ARM,Armenia,My Step Alliance,IKD,ARM_ My Step Alliance,ARM_ IKD,1,10,1, ,3,4,3,1, , ,8.18181818181818,6.5,5.25,5.16666666666667,1,3,7.2,3,0,2,6.6,8.55555555555556,1,4,8.7,1.875,6,2.66666666666667,8.85714285714286,2.4,2.55555555555556,1.90909090909091,2,1.6,2.09090909090909,5.875,5.22222222222222, ,1972.27272727273,.727272727272727,.545454545454545,.818181818181818, ,4.90909090909091,7.90909090909091,42.6278669569227,30.0853907267253,EN, ,ARM_02122018_L1,2018,.7042, , , , , , , , , , , , , , , , , , , , , , ,0, , , ,5.18,8.0743,-.0133333333333328,-5.0743, , , , ,7508, , , , , , , , ,-9, ,Armenia,371,105,5,1,10,0,0, ,5,5,1,5,4,29702.499,3538171,3069591,2951776,9177.74415916106,76,35,54.6990661621094,1,.493,.326,.382,-.647,1.946,4,8,1, , ,48.63,53.38,2.051,3.86,4,.892,2.556,3,-.072,1.449,1,.645,2.61,3,.899,2.912,3,.624,.585
29,ARM,Armenia,Prosperous Armenia,PAP,ARM_ Prosperous Armenia,ARM_ PAP,1,10,1, ,4,4,4,1, , ,8.44444444444444,9,7,6.44444444444444,1,3,7.8,8.18181818181818,1,4,8.125,7.5,1,4,8.25,5,7.33333333333333,6.8,3.22222222222222,6.88888888888889,4.83333333333333,6.83333333333333,7.9,2.6,4.125,4.4,4.5, ,1972.27272727273,.727272727272727,.545454545454545,.818181818181818, ,4.90909090909091,7.90909090909091,42.6278669569227,30.0853907267253,EN, ,ARM_02122018_L1,2018,.0826, , , , , , , , , , , , , , , , , , , , , , ,0,6.05255495705342,8.93721921055686,71.9338960110322,5.18,8.0743,1.26444444444444,.107518181818183,.391889487391023,-.755401028738675, , ,4205, , ,76620, , , , , ,51027, ,Armenia,371,105,5,1,10,0,0, ,5,5,1,5,4,29702.499,3538171,3069591,2951776,9177.74415916106,76,35,54.6990661621094,1,.493,.326,.382,-.647,1.946,4,8,1, , ,48.63,53.38,2.051,3.86,4,.892,2.556,3,-.072,1.449,1,.645,2.61,3,.899,2.912,3,.624,.585
30,AUS,Australia,Australia Greens,AG,AUS_ Australia Greens,AUS_ AG,5,15,1, ,1,2,1,3,1, ,9.27272727272727,8,3.69230769230769,1.85714285714286,0,1,6.1,1.28571428571429,0,1,7.15384615384615,2.63636363636364,0,2,4.44444444444444,1.81818181818182,1.46153846153846,.615384615384615,8.18181818181818,1.15384615384615,2,2.07692307692308,2.4,5.77777777777778,3.55555555555556,2.77777777777778,2.09090909090909, ,1958.92307692308,.846153846153846,.538461538461538,.923076923076923,3,4.23076923076923,7.07692307692308,-25.2111844149503,135.43984153054,EN, ,AUS_02072016_L1,2016,10.3,.7,4.37282725145943,3.06743761598748,11.1548195861699, , , , , , , , , , , , , ,Green/Ecologist,1.5439,1.2982,.5614, ,0,4.01536520502626,3.35937346604661,72.4848638789686,5.42,5.0834,-3.56285714285714,-3.79768571428571,-2.1582223478834,-2.07365918033232, ,751,1209, , ,63110, , , ,4739, ,36004, ,Australia,900,67,3,5,15,1,0, ,10,10,2,1,1,7718924.697,17065100,19153000,24992369,45377.755143006,82.9,77,70.2105560302734,3,.864,.824,.965, , , , , , ,85.5, , ,2.043,3.856,4,1.737,3.278,3,1.676,2.98,3,2.525,3.806,4,2.354,3.847,4,.059,.927
31,AUS,Australia,Australian Labor Party,ALP,AUS_ Australian Labor Party,AUS_ ALP,5,15,1, ,1,1,1,3,3, ,9.27272727272727,6.36363636363636,3.38461538461538,3.5,0,2,8.54545454545454,3.08333333333333,0,2,7.66666666666667,2.42857142857143,0,1,4.88888888888889,4.57142857142857,2.63636363636364,3.4,7.55555555555556,1.76923076923077,3.09090909090909,2.15384615384615,3.125,6.75,4.83333333333333,1.9,3, ,1958.92307692308,.846153846153846,.538461538461538,.923076923076923,3,4.23076923076923,7.07692307692308,-25.2111844149503,135.43984153054,EN, ,AUS_02072016_L1,2016,35.1,46,4.37282725145943,3.06743761598748,11.1548195861699, , , , , , , , , , , , , ,Social democracy,3.8833,4.0351,3.2632, ,0,4.7212976339133,4.73818701176948,68.2108393407435,5.42,5.0834,-1.92,-2.00006666666667,-1.2212976339133,-1.65485367843615, ,1253,424, , ,63320,101, , ,4721, ,36001, ,Australia,900,67,3,5,15,1,0, ,10,10,2,1,1,7718924.697,17065100,19153000,24992369,45377.755143006,82.9,77,70.2105560302734,3,.864,.824,.965, , , , , , ,85.5, , ,2.043,3.856,4,1.737,3.278,3,1.676,2.98,3,2.525,3.806,4,2.354,3.847,4,.059,.927
32,AUS,Australia,Independent,Ind.,AUS_ Independent,AUS_ Ind.,5,15,1, ,1,2,1,1,1, ,7.125,7,2.66666666666667,2,0,1,6,3.75,0,2,8.5,4.5,0,2,4.5,4.33333333333333,7.75,1.5,7,2,3,1.2,1,3.66666666666667,2.5,4.2,.6, ,1958.92307692308,.846153846153846,.538461538461538,.923076923076923,3,4.23076923076923,7.07692307692308,-25.2111844149503,135.43984153054,EN, ,AUS_02072016_L1,2016,2.8,1.3,4.37282725145943,3.06743761598748,11.1548195861699, , , , , , , , , , , , , , , , , , ,0,5.18318057226363,5.50231631927345,74.7089291329925,5.42,5.0834,-3.42,-1.3334,-3.18318057226363,-1.75231631927345, , , , , , , , , , , ,36007, ,Australia,900,67,3,5,15,1,0, ,10,10,2,1,1,7718924.697,17065100,19153000,24992369,45377.755143006,82.9,77,70.2105560302734,3,.864,.824,.965, , , , , , ,85.5, , ,2.043,3.856,4,1.737,3.278,3,1.676,2.98,3,2.525,3.806,4,2.354,3.847,4,.059,.927
33,AUS,Australia,Katters Australia Party,KAP,AUS_ Katters Australia Party,AUS_ KAP,5,15,1, ,4,4,4,1,1, ,7.66666666666667,8.83333333333333,4.57142857142857,5,1,3,8.22222222222222,8.38461538461539,1,4,9.4,7.81818181818182,1,4,7.81818181818182,8.36363636363636,7.85714285714286,7.71428571428571,3.71428571428571,6.2,8.71428571428571,2.16666666666667,7.2,5.42857142857143,4.85714285714286,4.77777777777778,2.16666666666667, ,1958.92307692308,.846153846153846,.538461538461538,.923076923076923,3,4.23076923076923,7.07692307692308,-25.2111844149503,135.43984153054,EN, ,AUS_02072016_L1,2016,.5,.7,4.37282725145943,3.06743761598748,11.1548195861699, , , , , , , , , , , , , ,Social democracy,3.3,3.5,3.5, ,0, , , ,5.42,5.0834,-.42,3.30121538461538, , , ,2258,1997, , ,63710, , , , , ,-9, ,Australia,900,67,3,5,15,1,0, ,10,10,2,1,1,7718924.697,17065100,19153000,24992369,45377.755143006,82.9,77,70.2105560302734,3,.864,.824,.965, , , , , , ,85.5, , ,2.043,3.856,4,1.737,3.278,3,1.676,2.98,3,2.525,3.806,4,2.354,3.847,4,.059,.927
34,AUS,Australia,Liberal National Party,LNP,AUS_ Liberal National Party,AUS_ LNP,5,15,1, ,4,3,4,2,3, ,8.77777777777778,7.11111111111111,5.375,7.63636363636364,1,4,8.84615384615385,7.81818181818182,1,4,8.41666666666667,5.1,1,3,6.11111111111111,7.3,8.42857142857143,7.625,5,3.5,6.33333333333333,2.8,6.16666666666667,5.25,5.625,1.5,3.75, ,1958.92307692308,.846153846153846,.538461538461538,.923076923076923,3,4.23076923076923,7.07692307692308,-25.2111844149503,135.43984153054,EN, ,AUS_02072016_L1,2016,8.6,14,4.37282725145943,3.06743761598748,11.1548195861699, , , , , , , , , , , , , , , , , , ,0, , , ,5.42,5.0834,2.21636363636364,2.73478181818182, , , , ,7757, , , , , , , , ,-9, ,Australia,900,67,3,5,15,1,0, ,10,10,2,1,1,7718924.697,17065100,19153000,24992369,45377.755143006,82.9,77,70.2105560302734,3,.864,.824,.965, , , , , , ,85.5, , ,2.043,3.856,4,1.737,3.278,3,1.676,2.98,3,2.525,3.806,4,2.354,3.847,4,.059,.927
35,AUS,Australia,Liberal Party of Australia,LP,AUS_ Liberal Party of Australia,AUS_ LP,5,15,1, ,4,2,2,3,3, ,9.27272727272727,6.54545454545455,5.36363636363636,7.81818181818182,1,4,8.85714285714286,7.5,1,4,8.72727272727273,4.81818181818182,0,2,5.77777777777778,7.18181818181818,7.85714285714286,5.85714285714286,5.3,3.25,5.66666666666667,2.3,5.2,8,5.88888888888889,1.6,3.55555555555556, ,1958.92307692308,.846153846153846,.538461538461538,.923076923076923,3,4.23076923076923,7.07692307692308,-25.2111844149503,135.43984153054,EN, ,AUS_02072016_L1,2016,29,30,4.37282725145943,3.06743761598748,11.1548195861699, , , , , , , , , , , , , ,Conservative,7.4,6.4,7, ,0,6.2296279812078,5.01458686314449,68.2093316795563,5.42,5.0834,2.39818181818182,2.4166,1.58855383697402,2.48541313685551, ,2286,1998, , , , , , , , ,36002, ,Australia,900,67,3,5,15,1,0, ,10,10,2,1,1,7718924.697,17065100,19153000,24992369,45377.755143006,82.9,77,70.2105560302734,3,.864,.824,.965, , , , , , ,85.5, , ,2.043,3.856,4,1.737,3.278,3,1.676,2.98,3,2.525,3.806,4,2.354,3.847,4,.059,.927
36,AUS,Australia,National Party of Australia,NAT,AUS_ National Party of Australia,AUS_ NAT,5,15,1, ,4,3,4,2,2, ,9.4,7.2,4.9,7.1,1,3,8.30769230769231,8,1,4,8.53846153846154,5.25,1,3,6.3,7.7,7,7.75,4.7,4.66666666666667,6.77777777777778,2.9,7,6.28571428571429,5.44444444444444,1.77777777777778,4.3, ,1958.92307692308,.846153846153846,.538461538461538,.923076923076923,3,4.23076923076923,7.07692307692308,-25.2111844149503,135.43984153054,EN, ,AUS_02072016_L1,2016,4.7,6.7,4.37282725145943,3.06743761598748,11.1548195861699, , , , , , , , , , , , , ,Right-wing,8.8,5.9,8.5, ,0,5.96693646070975,5.86152021544488,72.0293745821677,5.42,5.0834,1.68,2.9166,1.13306353929025,2.13847978455512, ,1905,338, , , , , , , , ,36003, ,Australia,900,67,3,5,15,1,0, ,10,10,2,1,1,7718924.697,17065100,19153000,24992369,45377.755143006,82.9,77,70.2105560302734,3,.864,.824,.965, , , , , , ,85.5, , ,2.043,3.856,4,1.737,3.278,3,1.676,2.98,3,2.525,3.806,4,2.354,3.847,4,.059,.927
37,AUS,Australia,Nick Xenophon,NXT,AUS_ Nick Xenophon,AUS_ NXT,5,15,1, ,1,2,1,1,1, ,8.2,8.83333333333333,2.25,3.2,0,2,9,2.42857142857143,0,1,7,3.57142857142857,0,2,3.57142857142857,2,5.6,1.6,7,1.75,2.11111111111111,1.2,2.14285714285714,3.25,2.8,3.75,1.25, ,1958.92307692308,.846153846153846,.538461538461538,.923076923076923,3,4.23076923076923,7.07692307692308,-25.2111844149503,135.43984153054,EN, ,AUS_02072016_L1,2016,1.9,.7,4.37282725145943,3.06743761598748,11.1548195861699, , , , , , , , , , , , , ,Liberal,6,6.7,3.5, ,0, , , ,5.42,5.0834,-2.22,-2.65482857142857, , , ,2630,5453, , ,63901, , , , , ,-9, ,Australia,900,67,3,5,15,1,0, ,10,10,2,1,1,7718924.697,17065100,19153000,24992369,45377.755143006,82.9,77,70.2105560302734,3,.864,.824,.965, , , , , , ,85.5, , ,2.043,3.856,4,1.737,3.278,3,1.676,2.98,3,2.525,3.806,4,2.354,3.847,4,.059,.927
38,AUT,Austria,Austrian People's Party,ÖVP,AUT_ Austrian People's Party,AUT_ ÖVP,5,23,1, ,4,3,4,3,3, ,8.89473684210526,7.89473684210526,4.94117647058824,7.33333333333333,1,3,8.36842105263158,7.68421052631579,1,4,7.75,6.76923076923077,1,3,8.38461538461539,8.95238095238095,8.08333333333333,5.54545454545455,4.53846153846154,5.09090909090909,5.36363636363636,3,7.61538461538461,4.84615384615385,5.93333333333333,2.0625,4.25, ,1966.1,1.19047619047619,.8,.75,6,4.1,7.57142857142857,48.5669588361468,-1.24288613455636,EN, ,AUT_15102017_L1,2017,31.2,33.9,4.16262545112453,3.59222498823546,3.86652298583624, , , , , , , , , , , , , ,Christian democracy,6.4733,6.9485,7.6198,8.8451,0,5.89750576363605,4.96974954532791,60.573985508722,5.11,4.2217,2.22333333333333,3.46251052631579,1.43582756969729,2.71446098098788, ,1013,1329,1302,AT-2-2,42520,203,309,1302,4847,1040520,40012, ,Austria,305,144,6,5,1,1,1,1,10,10,2,1,1,83896.078,7677850,8011566,8847037,46260.3823826199,81.8,76,77.3856048583984,3,.79,.715,.946, , , , , , ,80, , ,2.067,3.862,4,2.367,3.64,4,1.308,2.683,3,1.827,3.511,4,1.75,3.597,4,.097,.924
39,AUT,Austria,Freedom Party of Austria,FPÖ,AUT_ Freedom Party of Austria,AUT_ FPÖ,5,23,1, ,4,4,4,3,3, ,8.4,6.26666666666667,6.73333333333333,7.2,1,3,5.75,8.05,1,4,7.5,9,1,4,9.61111111111111,9.80952380952381,7.13333333333333,7.94444444444444,.8,8.53333333333333,8.89473684210526,7.78947368421053,8.72222222222222,2.66666666666667,3.2,8.07142857142857,7, ,1966.1,1.19047619047619,.8,.75,6,4.1,7.57142857142857,48.5669588361468,-1.24288613455636,EN, ,AUT_15102017_L1,2017,25.7,27.9,4.16262545112453,3.59222498823546,3.86652298583624, , , , , , , , , , , , , ,Right-wing,8.3494,6.3291,8.5149,1.9815,1,6.77585964650354,4.38770486550015,65.6709039567092,5.11,4.2217,2.09,3.8283,.424140353496464,3.66229513449985, ,50,463,1303,AT-7-3,42420,204,311,1303,4811,1040420,40013, ,Austria,305,144,6,5,1,1,1,1,10,10,2,1,1,83896.078,7677850,8011566,8847037,46260.3823826199,81.8,76,77.3856048583984,3,.79,.715,.946, , , , , , ,80, , ,2.067,3.862,4,2.367,3.64,4,1.308,2.683,3,1.827,3.511,4,1.75,3.597,4,.097,.924
40,AUT,Austria,NEOS – The New Austria ,NEOS,AUT_ NEOS – The New Austria ,AUT_ NEOS,5,23,1, ,3,1,1,2,2, ,8.05263157894737,7.88888888888889,3.52941176470588,8.27777777777778,1,4,8.04761904761905,2.63157894736842,0,2,8.1,2.25,0,1,2.3125,3.26666666666667,8.07692307692308,3.22222222222222,9.10526315789474,1.4,1.61111111111111,1.14285714285714,1.375,5.4,4,2.55555555555556,1.22222222222222, ,1966.1,1.19047619047619,.8,.75,6,4.1,7.57142857142857,48.5669588361468,-1.24288613455636,EN, ,AUT_15102017_L1,2017,5.2,5.5,4.16262545112453,3.59222498823546,3.86652298583624, , , , , , , , , , , , , , , , , , ,0,4.90619926585734,3.15796897321806,66.0321822393266,5.11,4.2217,3.16777777777778,-1.59012105263158,3.37157851192044,-.526390025849637, , , , , , , , , , , ,40015, ,Austria,305,144,6,5,1,1,1,1,10,10,2,1,1,83896.078,7677850,8011566,8847037,46260.3823826199,81.8,76,77.3856048583984,3,.79,.715,.946, , , , , , ,80, , ,2.067,3.862,4,2.367,3.64,4,1.308,2.683,3,1.827,3.511,4,1.75,3.597,4,.097,.924
41,AUT,Austria,Peter Pilz List ,PILZ,AUT_ Peter Pilz List ,AUT_ PILZ,5,23,1, ,1,2,1,2,2, ,7.4375,2,4.4,2.61538461538462,0,2,5,2.28571428571429,0,1,6.33333333333333,3.77777777777778,0,2,5.7,5.72727272727273,5.83333333333333,2.61538461538462,8.83333333333333,2.33333333333333,2.36363636363636,1.84615384615385,1.92857142857143,4,3.11111111111111,7.44444444444444,1, ,1966.1,1.19047619047619,.8,.75,6,4.1,7.57142857142857,48.5669588361468,-1.24288613455636,EN, ,AUT_15102017_L1,2017,4.4,4.4,4.16262545112453,3.59222498823546,3.86652298583624, , , , , , , , , , , , , ,Green/Ecologist,2.5,2.5,1.8,6.5,0,3.86898938596955,2.87577586990642,66.5875527140592,5.11,4.2217,-2.49461538461538,-1.93598571428571,-1.25360477058493,-.590061584192132, ,2651,6137, , ,42120, , , , , ,40016, ,Austria,305,144,6,5,1,1,1,1,10,10,2,1,1,83896.078,7677850,8011566,8847037,46260.3823826199,81.8,76,77.3856048583984,3,.79,.715,.946, , , , , , ,80, , ,2.067,3.862,4,2.367,3.64,4,1.308,2.683,3,1.827,3.511,4,1.75,3.597,4,.097,.924
42,AUT,Austria,Social Democratic Party of Austria,SPÖ,AUT_ Social Democratic Party of Austria,AUT_ SPÖ,5,23,1, ,1,2,1,3,3, ,8.8,4.125,4.29411764705882,3.36842105263158,0,2,7,2.92857142857143,0,2,6.14285714285714,3.35294117647059,0,2,3.75,5.07142857142857,2.47619047619048,3.28571428571429,7.05882352941176,1.84210526315789,2.6,2.1,4.30769230769231,5.16666666666667,5.35714285714286,2.125,1.93333333333333, ,1966.1,1.19047619047619,.8,.75,6,4.1,7.57142857142857,48.5669588361468,-1.24288613455636,EN, ,AUT_15102017_L1,2017,26.6,28.4,4.16262545112453,3.59222498823546,3.86652298583624, , , , , , , , , , , , , , , , , , ,0,4.09145385125203,3.85372554064213,61.5113819610695,5.11,4.2217,-1.74157894736842,-1.29312857142857,-.723032798620456,-.925154112070704, , , , , , , , , , , ,40011, ,Austria,305,144,6,5,1,1,1,1,10,10,2,1,1,83896.078,7677850,8011566,8847037,46260.3823826199,81.8,76,77.3856048583984,3,.79,.715,.946, , , , , , ,80, , ,2.067,3.862,4,2.367,3.64,4,1.308,2.683,3,1.827,3.511,4,1.75,3.597,4,.097,.924
43,AUT,Austria,The Greens – The Green Alternative,GRÜNE,AUT_ The Greens – The Green Alternative,AUT_ GRÜNE,5,23,1, ,1,1,1,2,1, ,9,7.33333333333333,3.78947368421053,2.73684210526316,0,2,6.36363636363636,1.45,0,1,8.22222222222222,1.85,0,1,2.33333333333333,2,2.5,.857142857142857,8.66666666666667,.619047619047619,.8,.952380952380952,1.1,5.21428571428571,3,1.75,1, ,1966.1,1.19047619047619,.8,.75,6,4.1,7.57142857142857,48.5669588361468,-1.24288613455636,EN, ,AUT_15102017_L1,2017,3.8,0,4.16262545112453,3.59222498823546,3.86652298583624, , , , , , , , , , , , , , , , , , ,0,3.32135306310405,2.66973973311152,65.1382893191534,5.11,4.2217,-2.37315789473684,-2.7717,-.584510957840891,-1.21973973311152, , , , , , , , , , , ,40014, ,Austria,305,144,6,5,1,1,1,1,10,10,2,1,1,83896.078,7677850,8011566,8847037,46260.3823826199,81.8,76,77.3856048583984,3,.79,.715,.946, , , , , , ,80, , ,2.067,3.862,4,2.367,3.64,4,1.308,2.683,3,1.827,3.511,4,1.75,3.597,4,.097,.924
